roll,membrane,date,text
Roll A 4: 1337-43,Membr. 3 (contd),1352/06/05,"Certificate under the Mayoralty Seal that in the City Rolls of the 11th year of Edw. III there was an entry to the effect that on 14 Jan. Ao 11 Edw. III [1337-8] Peter Sauches, Martin Fermandes, Martin de Rete, John Dayale and Melaudus de Castre, Spanish merchants, appeared before the Mayor, Sheriffs and others, in accordance with a writ of 8 Jan. directed to Nicholas Pyk, and proved that certain goods received by the said Nicholas for the King's use were the property of themselves and other Spanish merchants, viz. 1054 rods of long iron, 42 pieces of pointed (punctuati) iron, 60 pieces of iron plate, 4 bales of cat and fox skins, 2 bales of thread, 4 bales of cummin, 5 bales of cordwain of which 3 were spoilt, and 18 bales of pork-fat, received from John Loveryk, master of the King's ship ""le Esmon de la Tour"" by indenture; 1 cask and 3 bales of pork-fat, 1 pipe of ""seym (fn. 12),"" 5 pipes of olive oil of ""Civile (fn. 13),"" each deficient three inches depth, 8 bales of cummin, of which one was spoilt, 2 bales of Spanish wool, 3 pieces of tin, 786 bars of iron at 100 for the hundred (centena) (fn. 14), 62 pieces of cut (picati) (fn. 15) iron at 120 for the hundred, 52 pieces of iron plate and 220 pieces of welded (juncti ferri) iron in gobbets at 100 for the hundred, received from William Loveryk, master of the King's ship ""la Trinitee de la Tour"" by indenture; and 500 bars of long iron received from Geoffrey Pany, master of the ship ""la James"" of Sarre. Dated 5 June Ao 26 Edw. III [1353] (fn. 16). (L)  Cedula, sewn to the membrane, containing the above list of goods."
Roll A 4: 1337-43,Membr. 3b,1337/12/16,"Writ to Henry Darcy, Mayor and King's Escheator, commanding him to hold an Inquisition ad quod Dampnum respecting certain lands and tenements in the City which John de Pulteneye wished to devise to his chapel of Corpus Christi lately erected (fn. 17); viz. a messuage in the parish of All Hallows on the Cellar purchased of John Swanlond; a messuage in the parish of St Martin Orgar purchased of Stephen de Abyndon; a messuage in the parish of St Laurence, ""Candelwykestrete,"" purchased of John de Aulton and Katherine his wife; a rent of 10s in Fleet Street in the parish of St Bride's purchased of Isabel, relict of Matthew de Arras; a rent of 2s 8d in the parish of St Margaret, ""Breggestrete,"" purchased of the executors of Stephen de Abyndon; a rent of 5s 10d in the parish of St Nicholas ""Hakon""; another rent of 5s 10d in the same parish, and a rent of 2s in the parish of St Faith purchased from the same; a messuage in the parish of St Michael Paternoster purchased of William de Langeford; a messuage in the parish of St Vedast; and a messuage and shop in the parish of St Christopher, Broad Street Ward, purchased of Richard de Gloucestre; a messuage called ""le Briggehous"" in the parish of St Botolph without Bishopsgate, purchased of Peter de Hackney; a rent of 8s issuing out of William Pekok's tenement in ""Redecrouchestrete"" without Cripplegate; and a rent of 17s issuing out of Henry de Cufford's tenement at Broken Wharf. These properties John de Pulteneye desired to assign to the Master and Chaplains of the Chapel of Corpus Christi for the souls of himself and his wife Margaret, their ancestors and heirs. Dated 16 Dec. Ao 11 Edw. III [1337]. (L)"
Roll A 4: 1337-43,Membr. 3b,1338/01/15,"Inquisition ad quod Dampnum held by the Mayor pursuant to the above writ. The jurors find that the above properties are charged with certain quitrents to the Prior of St Mary Southwark, Edmund de Flete, the Hospital of St Giles, Margaret de Wyrhal a nun of Clerkenwell, the nuns of Haliwell, a chaplain in the church of St Nicholas Shambles, the Prioress of Haliwell and the Bishop of London. Dated Thursday after the Feast of St Hilary [13 Jan.] Ao 11 Edw. III [1337-8]. (L)"
Roll A 4: 1337-43,Membr. 3b,No date,"Letter from the Mayor and Aldermen to Adam le Keu, Richard le Keu, John Gerney, junior, John Page, junior, and John Strongale, bailiffs of Gravesend, complaining that they had not restored to John de Martyncroft, citizen of London, £12 1s 10d, and two pairs of knives, which they arrested on the person of his apprentice, Richard de Say, though they had several times been requested to make restitution. (F)"
Roll A 4: 1337-43,Membr. 4,1342/11/13,"A Congregation of Mayor, Aldermen, Sheriffs and a great number of Commoners on Wednesday after the Feast of S t Martin [11 Nov.] A o 16 Edw. III [1342] A writ under the Privy Seal was read, dated at Sandwyz, 13 Oct., in the sixteenth year of Edward's reign as King of England, and his third year as King of France [1342], bidding the Mayor, Aldermen and Commonalty to allow the merchants of Almaine to enjoy their ancient franchise to sell wine and other merchandise. (F) Petition of the merchants of the Hanse of Almaine to the same, pointing out that they were charged with the repair and defence of Bishopsgate, that they paid an annual sum to the Sheriff, had their judge who was Alderman of the City of London (lour juge qest Alderman de la dite Cite de Loundres), and they ought not to be treated as strangers but as resiants and denizens (privez), and praying that they might be allowed to sell their wine wholesale and retail as of old time accustomed, and according to the terms of a composition (fn. 18) formerly made between them and the City. (F) The matter was adjourned till Friday because the Mayor etc. wished to examine the terms of the composition. On that day the merchants attended and being asked if they had any special proof of being allowed to sell wine by retail, could not produce any; and inasmuch as no such permission appeared in the composition aforesaid, they were forbidden in future to sell their wine otherwise than wholesale. (L) Names of the merchants who presented the petition: Bartholomew de Lon, Bertram de Wypperford, Tydemann Lymbergh, John de Wolde, Henry de Braken, Richard Sutherlond, Engelbert de Colon, Gerard de Ecof, John Couken, Rudeker Lymbergh, Sifrid Mayembergh and others. Precept to the Sheriffs, John Lovekyn and Richard de Keslyngbury, to visit taverns and to order the taverners, ex parte regis, not to sell the gallon of Gascony wine dearer than 3d, and the gallon of ""Renys"" dearer than 6d, and that the said wines should be kept in different cellars, where purchasers should have view of the wines they bought. (L)"
Roll A 4: 1337-43,Membr. 4b,1342/12/02,"Questions sent by the Mayor and burgesses of Oxford touching points of procedure, and the answers made thereto by the City of London on Monday after the Feast of S t Katherine [25 Nov.] A o 16 Edw. III [1342]  Q. What course ought to be taken with those who, being free of the City, prosecute freemen or residents in other courts than before the Mayor and Sheriffs, to the prejudice of the City's liberties ?  A. They ought to be attached to appear before the Mayor on a certain day for arraignment and if convicted, deprived of the freedom, and not be allowed to recover the same except under heavy payment.  Q. What course ought to be taken with a man who resists or makes a rescue from an officer engaged in levying a distress upon him?  A. He ought to be attached to appear before the Mayor, and if convicted, be committed to prison, to be released only on fine at the discretion of the Mayor and Aldermen.  Q. What ought to be done with a tenant who resists his landlord when levying a distress for arrears of rent, more particularly where the tenant is a tenant-at-will?  A. The Mayor and Sheriffs should send an officer to preserve the peace at the time of making a distraint, and if resistance be offered in the presence of the officer, the offender should be attached and arraigned before the Mayor, and if convicted, be committed to prison, not to be released until he has paid the damages adjudged to the plaintiff, and a fine to the King. (L)"
Roll A 4: 1337-43,Membr. 5,1342/06/26,"A Congregation of Mayor and Aldermen on Wednesday after the Nativity of S t John the Baptist [24 June] A o 16 Edw. III [1342] Wardens were sworn to see that the ordinances (fn. 20) with regard to the fulling and dyeing of cloth were observed. Afterwards, on Thursday after the Feast of St Bartholomew [24 Aug.] Ao 17 Edw. III [1343], Gilbert le Pipere was chosen by the mistery of Dyers to act as a broker of woad. (L) 1 Aug. I342  A Congregation of Mayor, Aldermen and an immense Commonalty on Thursday the Feast of S t Peter ad Vincula [1 Aug.] A o 16 Edw. III [1342] It was agreed to send a wedding-present of ten tuns of wine and ten pieces of wax to the Tower on behalf of the citizens for the marriage of Lionel (fn. 21), the King's son, on the Feast of the Assumption [15 Aug.]. The Mayor, Simon Fraunceys, advanced the money. (L) Ordinance (fn. 22) against mixing bad wine with good, and for allowing customers to enter cellars to see their wine drawn. (L)"
Roll A 4: 1337-43,Membr. 5,1342/08/27,"A Congregation of Mayor, Aldermen and an immense Commonalty on Tuesday after the Feast of S t Bartholomew [24 Aug.] the above year  Proclamation for keeping the King's Peace in the City: The carrying of arms in the City except by the officers of the King and the City is forbidden, and innkeepers shall warn their guests of this on their arrival. Any one raising a disturbance close to the doors and windows of houses and shops or resisting arrest shall be taken before the Mayor, Aldermen and Sheriffs and have judgment of life and limb. No one shall be a maintainer of persons of evil character or conspirators, under pain of forfeiture. Keepers of taverns, to which evil characters usually resort, shall not keep their doors open after curfew sounded at St Martin-le-Grand, under pain of imprisonment. Taverners shall not mix bad wine with good etc. ut supra. (F)"
Roll A 4: 1337-43,Membr. 5b,1342/09/03,"A Congregation of the Mayor, Aldermen and an immense Commonalty was held on Tuesday after the Feast of the Decollation of St John the Baptist [29 Aug.] to consider an affray which had taken place the preceding day in Friday Street with some of the retinue of the Earl of Derby (fn. 23), in which Gilbert de Stayndrop, goldsmith, had been seriously wounded. The Mayor and several of the Aldermen and commoners had waited upon the Earl immediately after wards at his Inn, where he demanded amends from them, and swore that neither he, his knights, squires, nor contingent would cross the Thames for the war abroad until he had received satisfaction. He demanded further that the City should send messengers next day to Haringeye, and threatened that if this were not done, he would visit his enmity upon all citizens of London wherever he found them. Though the Congregation was of opinion that the Earl had no cause of complaint, they considered that his absence from the war abroad would be a calamity to the King and country, and moreover that their only choice lay between offering him a gift and incurring his lasting displeasure. Accordingly several aldermen and commoners were chosen to go to the Earl next day to placate him. On their arrival, they begged the Earl not to hold the City blameworthy because some of his retinue had been assaulted by unknown persons, and then with a cheerful demeanour (vultu hillari) they offered him as a gift one thousand casks of wine. The Earl, highly delighted (letus et jocundus), accepted the gift and insisted on their dining with him, though they begged to be excused. After dinner he announced that he would meet the Mayor, Aldermen and Commonalty at Clerkenwell that evening to talk with them. This he did, and after thanking them and releasing them from their gift, he immediately started for the Continent escorted by the citizens. (L)"
Roll A 4: 1337-43,Membr. 6,1343/12/18,"A Congregation of Mayor and Aldermen on Thursday after the Feast of S t Lucia Virgin [13 Dec.] A o 17 Edw. III [1343] Robert de St John, skinner, was attached to answer a charge of having taken back by force a fur-robe out of the hands of Walter Lumbard, the Mayor's Serjeant, who had seized it by way of distress for arrears due to a loan of £5000 made to the King. The defendant pleaded that the fur belonged to a woman of the Queen's household, and that he had offered another article in its place as a distress. He was convicted on this confession and committed to prison, but was afterwards released on mainprise. (L) Richard de Farnberghwe, brother of William de Farnberghwe, armourer, was attached on a similar charge and convicted, being subsequently released from prison on mainprise. (L)"
